"","ID.type","TR.Activin","TR.Bmp4ri","TR.Fgf4","TR.Fgfri","TR.Gsk3i","TR.Igfri","TR.Jaki","TR.Meki","TR.Pi3ki","TR.NoLif","DA.ALL","DV.Gsk3","DV.Mek","DV.mTor","DV.Akt","DV.Erk","DV.Stat3","DV.Smad2"
"80","t","1","0","0","0","0","0","0","0","1","0","0","0.5107018","0.9357878","0.6938931","0.1578947","0.484631515","1.1736982","2.1672987"
"81","t","0","1","0","0","0","0","0","0","0","0","0","0.8198109","0.8936845","1.0374046","0.3451652","0.259002778","0.7209699","1.1282834"
"82","t","0","1","0","1","0","0","0","0","0","0","0","0.8466899","0.4524656","1.1198473","0.4149327","0.149072262","1.0486794","0.7628027"
"83","t","0","1","0","0","1","0","0","0","0","0","0","0.8108512","1.1777372","0.9961832","0.6022032","1.301881859","0.9215934","0.8904202"
"84","t","0","1","0","0","0","1","0","0","0","0","0","0.6809358","0.8559069","0.8106870","0.2680539","0.557260274","0.9685731","0.5608510"
"85","t","0","1","0","0","0","0","0","1","0","0","0","1.1289199","1.3458618","1.1061069","0.7821297","0.003291601","0.7958646","1.3666881"
"86","t","0","1","0","0","0","0","0","0","1","0","0","0.4211050","1.1726906","0.6251908","0.1358629","0.780593933","0.8967573","0.6069737"
"87","t","0","0","1","0","0","0","0","0","0","0","0","0.9721254","1.1581275","1.2091603","0.5801714","0.570010992","0.9447187","0.9723737"
"88","t","0","1","1","0","0","0","0","0","0","0","0","0.8870085","1.0688744","1.1541985","0.4516524","0.575081956","0.9449833","0.5369865"
"89","t","0","0","1","1","0","0","0","0","0","0","0","0.7615729","0.3701336","0.8931298","0.4259486","0.107776472","0.9062069","0.8960284"
"90","t","0","0","1","0","1","0","0","0","0","0","0","0.6495769","1.0074498","1.0442748","0.2423501","1.140397960","0.9672708","0.8745452"
"91","t","0","0","1","0","0","1","0","0","0","0","0","0.8422101","1.0305200","0.8312977","0.3635251","0.675537962","1.2507483","0.9082924"
"92","t","0","0","1","0","0","0","1","0","0","0","0","0.6540567","1.0794002","0.9893130","0.3598531","0.598699193","0.2943633","0.8969841"
"93","t","0","0","1","0","0","0","0","1","0","0","0","1.0796416","1.2485341","1.0992366","0.7123623","0.002249297","0.8790618","1.0159210"
"94","t","0","0","1","0","0","0","0","0","1","0","0","0.5241414","1.1388061","0.6458015","0.1615667","0.797969239","1.0853118","0.8989285"
"95","t","0","0","0","1","0","0","0","0","0","0","0","0.8735689","0.3029415","1.1816794","0.3157895","0.093652865","1.0257529","1.1828318"
"96","t","0","0","0","1","0","1","0","0","0","0","0","0.8466899","0.3821013","0.8038168","0.4479804","0.293343289","1.2069053","0.6289995"
"97","t","0","0","0","1","0","0","0","0","1","0","0","0.4255849","0.6322695","0.6458015","0.1248470","0.360262197","1.0289303","0.6824955"
"98","t","0","0","0","0","1","0","0","0","0","0","0","0.5644599","0.9520811","0.9824427","0.1909425","0.592318247","1.0231911","0.8692659"
"99","t","0","0","0","1","1","0","0","0","0","0","0","0.6630164","0.3427377","1.0167939","0.2496940","0.112301602","1.1360297","0.4936475"
"100","t","0","0","0","0","1","1","0","0","0","0","0","0.5196615","1.0336922","0.6870229","0.1835985","0.881663137","1.0087345","0.9020085"
"101","t","0","0","0","0","1","0","0","1","0","0","0","0.8332504","1.2459387","1.1335878","0.4149327","0.003423184","0.8829755","0.7133845"
"102","t","0","0","0","0","1","0","0","0","1","0","0","0.3494276","1.0407575","0.6320611","0.1248470","1.113980887","0.8482510","1.0239603"
"103","t","0","0","0","0","0","1","0","0","0","0","0","0.6809358","0.5959339","0.7488550","0.2093023","0.385845612","0.9932104","0.7740444"
"104","t","0","0","0","0","0","0","1","0","0","0","0","0.7167745","1.0067288","1.0374046","0.2423501","0.382396183","0.2455963","0.9209460"
"105","t","0","1","0","0","0","0","1","0","0","0","0","0.8242907","0.9879842","0.9068702","0.4406365","0.796899743","0.2251324","0.6287591"
"106","t","0","0","0","1","0","0","1","0","0","0","0","0.6809358","0.3035182","0.9480916","0.3782130","0.091377349","0.3519813","0.6471674"
"107","t","0","0","0","0","1","0","1","0","0","0","0","0.6137382","1.2694415","1.0305344","0.3047736","0.810578251","0.2235596","0.9476501"
"108","t","0","0","0","0","0","1","1","0","0","0","0","0.5107018","1.0179756","0.6664122","0.2350061","0.727977868","0.2633618","1.0246188"
"109","t","0","0","0","0","0","0","1","1","0","0","0","1.1110005","1.3659041","1.2572519","1.0942472","0.011167488","0.2526100","0.8858658"
"110","t","0","0","0","0","0","0","1","0","1","0","0","0.2956695","1.0538787","0.5290076","0.1321909","1.390953852","0.3092666","1.2769185"
"111","t","0","0","0","0","0","0","0","1","0","0","0","1.0124440","1.3751322","1.1198473","0.3892289","0.011323369","1.0553628","0.9114678"
"112","t","0","0","0","0","0","1","0","1","0","0","0","0.9810851","1.2286360","0.8931298","0.7233782","0.008506458","0.9081944","1.4138318"
"113","t","0","0","0","0","0","0","0","1","1","0","0","0.4659034","1.4691435","0.5496183","0.1578947","0.014350108","0.8466407","1.1372345"
"114","t","0","0","0","0","0","0","0","0","0","1","0","0.9855650","0.9721234","1.0786260","0.4993880","0.472499663","0.4238854","1.1001334"
"115","t","1","0","0","0","0","0","0","0","0","1","0","1.1468392","1.1334711","0.9687023","2.0416157","0.819309590","0.3156144","1.0968283"
"116","t","0","1","0","0","0","0","0","0","0","1","0","0.8870085","1.0739210","1.0992366","0.4075887","0.803460725","0.4433398","0.6794439"
"117","t","0","0","1","0","0","0","0","0","0","1","0","1.0662021","1.1493319","0.9274809","1.4541004","1.152000961","0.2909592","1.0430732"
"118","t","0","0","0","1","0","0","0","0","0","1","0","0.7705326","0.1449101","0.9549618","0.2423501","0.081089637","0.5081683","1.0089489"
"119","t","0","0","0","0","1","0","0","0","0","1","0","0.6137382","0.9696722","0.9824427","0.2350061","0.686210944","0.5549434","0.6905769"
"120","t","0","0","0","0","0","1","0","0","0","1","0","0.8018915","0.8456695","0.8656489","0.3525092","0.732323306","0.6205257","0.7917230"
"121","t","0","0","0","0","0","0","1","0","0","1","0","0.6719761","1.1153033","0.9412214","0.3304774","0.794416269","0.4327115","0.7330871"
"122","t","0","0","0","0","0","0","0","1","0","1","0","1.1916376","1.1640392","1.0992366","0.3745410","0.023377472","0.3320424","0.7158194"
"123","t","0","0","0","0","0","0","0","0","1","1","0","0.4345445","1.0801211","0.6732824","0.1285190","0.700119927","0.5087793","0.8256033"
"124","t","0","0","0","0","0","0","0","0","1","0","0","0.3718268","1.0359992","0.5977099","0.1285190","0.598561955","1.0738035","0.8717949"
"125","c","0","0","0","0","0","0","0","0","0","0","0","0.9232847","0.9985298","1.0469799",NA,"0.942642464","0.7012118","0.9603351"
"126","c","0","0","0","0","0","0","0","0","0","0","0","1.0767153","1.0014702","0.9530201",NA,"0.933658377","1.0851910","1.1928042"
"127","c","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1.367576945","1.1351732","1.2219549"
"128","c","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1.096823338","1.1177769","1.4309625"
"129","c","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0.941997061","1.0429472","1.0302486"
"130","c","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1.071589494","0.9043777","0.8935599"
"131","c","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0.889646790","1.1353925","0.9395424"
"132","t","1","0","0","0","0","0","0","0","0","0","0","0.8530524","1.1761247","1.1620326",NA,"0.581761122","0.7506631","1.4419220"
"133","t","1","1","0","0","0","0","0","0","0","0","0","1.1102107","1.2519847","1.2195590",NA,"0.405774171","0.8608512","1.0925660"
"134","t","1","0","1","0","0","0","0","0","0","0","0","1.4602917","2.1664216","0.8245446",NA,"1.885357424","0.7926746","2.0012210"
"135","t","1","0","0","1","0","0","0","0","0","0","0","0.6239870","0.2916789","0.9108341",NA,"0.093263812","0.7674645","1.4390887"
"136","t","1","0","0","0","1","0","0","0","0","0","0","0.3652080","0.9197295","0.9415149",NA,"0.262937439","0.8266458","1.5396040"
"137","t","1","0","0","0","0","1","0","0","0","0","0","0.5742842","0.8862099","0.8072867",NA,"0.530535407","1.2548062","2.1455528"
"138","t","1","0","0","0","0","0","1","0","0","0","0","0.4624527","0.9020876","0.8667306",NA,"0.316764278","0.3170085","1.8507834"
"139","t","1","0","0","0","0","0","0","1","0","0","0","0.4937871","1.3484269","0.9185043",NA,"0.004096831","0.8244592","1.3524786"
"140","t","1","0","0","0","0","0","0","0","1","0","0","0.2528363","1.0249926","0.5292426",NA,"0.756571736","1.0526047","1.8730525"
"141","t","0","1","0","0","0","0","0","0","0","0","0","0.8130740","1.0396942","1.0028763",NA,"0.360974914","0.9347934","0.9164752"
"142","t","0","1","0","1","0","0","0","0","0","0","0","0.9135602","0.4416348","0.9875360",NA,"0.167183847","0.9221494","0.9714860"
"143","t","0","1","0","0","1","0","0","0","0","0","0","0.9389519","1.8600412","0.9971237",NA,"1.307781423","0.7438751","0.7802743"
"144","t","0","1","0","0","0","1","0","0","0","0","0","0.8941113","1.1673037","0.8264621",NA,"0.910333153","0.8366853","0.7803976"
"145","t","0","1","0","0","0","0","0","1","0","0","0","0.7401405","1.2725669","0.8686481",NA,"0.008859243","1.0150505","1.1746152"
"146","t","0","1","0","0","0","0","0","0","1","0","0","0.3749325","1.4019406","0.5484180",NA,"1.052489537","0.6434274","0.6524420"
"147","t","0","0","1","0","0","0","0","0","0","0","0","0.9308482","0.8932667","1.0853308",NA,"0.533309381","0.8577118","1.3255176"
"148","t","0","1","1","0","0","0","0","0","0","0","0","0.9729876","1.2631579","1.0680729",NA,"0.584745550","0.8376813","0.5600890"
"149","t","0","0","1","1","0","0","0","0","0","0","0","0.7428417","0.1781829","0.8782359",NA,"0.074039718","0.9705310","0.6472320"
"150","t","0","0","1","0","1","0","0","0","0","0","0","0.3381956","0.9056160","0.9319271",NA,"0.824079139","0.8543778","0.9259030"
"151","t","0","0","1","0","0","1","0","0","0","0","0","0.4419233","0.5404293","0.6308725",NA,"0.630189803","1.0620308","1.3374742"
"152","t","0","0","1","0","0","0","1","0","0","0","0","0.7730956","1.0996766","0.8782359",NA,NA,NA,NA
"153","t","0","0","1","0","0","0","0","1","0","0","0","0.7801189","1.2119965","0.9626079",NA,"0.010252734","1.0674306","0.8315178"
"154","t","0","0","1","0","0","0","0","0","1","0","0","0.2458131","1.1302558","0.4621285",NA,"0.565519440","0.4660395","0.6886584"
"155","t","0","0","0","1","0","0","0","0","0","0","0","0.7487844","0.3187298","1.0795781",NA,"0.110870389","1.2952402","1.4453031"
"156","t","0","0","0","1","0","1","0","0","0","0","0","0.4294976","0.2663922","0.5349952",NA,"0.169109422","0.5143681","0.7071746"
"157","t","0","0","0","1","0","0","0","0","1","0","0","0.3257699","0.3887092","0.5139022",NA,"0.162349024","0.3610517","0.9454210"
"158","t","0","0","0","0","1","0","0","0","0","0","0","0.4154511","0.9908850","1.0738255",NA,"0.382550764","1.1006789","1.0748036"
"159","t","0","0","0","1","1","0","0","0","0","0","0","0.5726634","0.4016466","0.9242570",NA,"0.125210725","0.7403743","1.0473586"
"160","t","0","0","0","0","1","1","0","0","0","0","0","0.3619665","1.3484269","0.6385427",NA,"0.821603540","0.8981404","1.2327346"
"161","t","0","0","0","0","1","0","0","1","0","0","0","0.6974608","1.9658924","1.0719080",NA,"0.016681290","0.9130037","1.1868238"
"162","t","0","0","0","0","1","0","0","0","1","0","0","0.2766072","1.7065569","0.5560882",NA,"1.483148964","0.7766054","1.0311526"
"163","t","0","0","0","0","0","1","0","0","0","0","0","0.6337115","0.7021464","0.8456376",NA,"0.353572007","0.9588440","0.7743066"
"164","t","0","0","0","0","0","0","1","0","0","0","0","0.5694219","1.1008527","0.9702780",NA,"0.362391734","0.3026720","1.0123656"
"165","t","0","1","0","0","0","0","1","0","0","0","0","0.7212318","2.3963540","1.2674976",NA,"0.969417422","0.3451723","0.7888419"
"166","t","0","0","0","1","0","0","1","0","0","0","0","0.5148568","0.3428403","0.9012464",NA,"0.081866726","0.2562168","0.7875670"
"167","t","0","0","0","0","1","0","1","0","0","0","0","0.4743382","1.6171714","0.7842761",NA,"0.949582358","0.3027025","1.1518981"
"168","t","0","0","0","0","0","1","1","0","0","0","0","0.4954079","1.1384887","0.5215724",NA,"0.930378669","0.2877376","1.0013081"
"169","t","0","0","0","0","0","0","1","1","0","0","0","0.7098865","1.3219641","0.6883988",NA,"0.013865481","0.3285396","1.0978803"
"170","t","0","0","0","0","0","0","1","0","1","0","0","0.2312264","1.4107615","0.4889741",NA,"0.766229316","0.1646062","0.8575229"
"171","t","0","0","0","0","0","0","0","1","0","0","0","1.0070232","1.4842693","1.0412272",NA,"0.046022615","1.2505761","1.1782058"
"172","t","0","0","0","0","0","1","0","1","0","0","0","0.4959481","1.1331961","0.5867689",NA,"0.021320699","0.7615319","0.8531004"
"173","t","0","0","0","0","0","0","0","1","1","0","0","0.2749865","1.5177889","0.3969319",NA,"0.007833845","0.8868346","1.4500046"
"174","t","0","0","0","0","0","0","0","0","0","1","0","0.7509454","0.8303440","0.9530201",NA,"0.621888761","0.3928643","0.8492112"
"175","t","1","0","0","0","0","0","0","0","0","1","0","0.7298757","1.6548074","0.8322148",NA,"1.163352709","0.2712003","0.7898218"
"176","t","0","1","0","0","0","0","0","0","0","1","0","0.8562939","1.0543958","1.1639501",NA,"0.791489954","0.3166664","0.8073453"
"177","t","0","0","1","0","0","0","0","0","0","1","0","0.9740681","1.2378712","0.8245446",NA,"1.001976108","0.2386306","1.4371615"
"178","t","0","0","0","1","0","0","0","0","0","1","0","0.9086980","0.2705087","0.9012464",NA,"0.100916780","0.3762023","0.9858550"
"179","t","0","0","0","0","1","0","0","0","0","1","0","0.6342518","1.1473096","1.0335570",NA,"0.557404624","0.3047031","0.7012387"
"180","t","0","0","0","0","0","1","0","0","0","1","0","0.5629390","0.6274625","0.6826462",NA,"0.665073992","0.4353158","0.8353766"
"181","t","0","0","0","0","0","0","1","0","0","1","0","0.6709887","0.9932373","0.9185043",NA,"0.815907182","0.2092132","0.6998278"
"182","t","0","0","0","0","0","0","0","1","0","1","0","0.9989195","1.3072626","0.9415149",NA,"0.004181607","0.4147985","0.8187982"
"183","t","0","0","0","0","0","0","0","0","1","1","0","0.3252296","1.0314613","0.5829338",NA,"0.881780903","0.4380758","0.9625487"
"184","t","0","0","0","0","0","0","0","0","1","0","0","0.3414371","1.0361658","0.5925216",NA,"0.551373652","0.8804575","0.8659073"
